
Miranda,18 weeks old,Dalmatian,White & Black,50 - 55 lbs,I'm ready today!,"November 23, 2016",Female,40 - 45 lbs,"$2,050",490413,AKC,"Miranda is perfect and very lovable. She loves chewing on things and running with her brothers and sisters.You just can’t help but want to play with her when you see her. Miranda loves to go on adventures and hopes you’ll join her on them. Whether chasing the butterflies in the yard, or finding the cookie under the sofa, this impressive girl will have you laughing and loving her in no time.  She is begging you to pick her for your next pet."
Casey,19 weeks old,Boxer,Brindle,50 - 55 lbs,I'm ready today!,"November 19, 2016",Male,45 - 50 lbs,"$2,725",490534,AKC,"""Hey, I'm Casey! Though I am young, I love life! I am learning to eat on my own, anything is good! They say my pretty coat looks like tiger stripes sometimes! Playing with my brothers and sisters is the best! I also like cuddling with my people and playing outside. I am up to date on my vaccinations, so I am good and healthy. I am learning to go potty outside and rarely have accidents! I can walk on a leash, though I would rather follow you around everywhere! And I love to run around and climb on things or jump off! Nothing much scares me. My dream is to be a star agility dog some day. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to pick me and choose me today!”"
Leah,18 weeks old,German Shepherd,Black & Tan,100 - 110 lbs,I'm ready today!,"November 28, 2016",Female,70 - 75 lbs,"$2,725",490569,AKC,"""If you are looking for a beautiful girl that comes from a great bloodline, then look no further! I have many SchI, II, and III titles in my line. My great-grandpa was a six time WUSV champion border patrol dog. Others in my line are performing service and therapy dog work. I am being raised inside a home in a family environment with children and other pets, so I am well socialized. I will come home to you up to date on my vaccinations and fully vet checked. I am excited to meet you and become your new best friend!”"
Chase,17 weeks old,Coton de Tulear,White,10 - 12 lbs,I'm ready today!,"December 2, 2016",Male,10 - 12 lbs,"$2,875",490587,CKC,"Chase is ready to make a great appearance into your home and become part of your family! This fun boy loves to romp around with other pups and adores chasing after his toys! He is always so very happy and just simply loves life! He is a big lover boy as well, and he adores getting those oh-so-perfect belly rubs! He is up to date on vaccinations, vet exams, and is even microchipped! To make sure he has the best possible start, we will send him home with a potty training schedule, feeding chart, personalized guidebook, and many resources to help you along! Chase can't wait to jump into your arms and shower you with his many, many puppy kisses! Don't miss out!"
Black Beauty,19 weeks old,Dachshund,Black & Tan,7 - 8 lbs,I'm ready today!,"November 18, 2016",Female,9 - 10 lbs,"$1,675",490614,"Black Beauty is a very sweet baby. She loves her brother and three sisters. She will make you wonder how you ever got along without her. Black Beauty will surely make you smile with all her adorable antics. This cutie hopes she can go home to you, so she can bring you all her love and puppy kisses. Black Beauty promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Black Beauty yours today? Don't miss out!"
Billy,22 weeks old,French Bulldog,Brindle,22 - 25 lbs,I'm ready today!,"October 31, 2016",Male,20 - 22 lbs,"$3,850",490657,AKC,"Meet Billy! This gorgeous boy is ready to make you his new best friend. Billy is full of energy and spunk, and can’t wait to come home to you for belly rubs. He’s always ready to play and hopes you are too! He will be up to date on his vaccinations and will be vet checked from nose to tail before coming to his new home. Make Billy part of your family today; you’ll be glad you did!"
Rugger,19 weeks old,American Bulldog,White & Tan,130 - 140 lbs,I'm ready today!,"November 22, 2016",Male,85 - 90 lbs,"$2,250",490759,NKC,Rugger is white with tan spots on his back and over his eye. He is a pretty big puppy. He loves playing with kids and playing with his litter mates. Rugger will arrive up to date on his puppy vaccinations and vet checked. He can't wait for you to take him to the dog park to play. This little prince is one of a kind and won’t last long! Take him home today and make him your new furry family member.
Jake,18 weeks old,Yorkshire Terrier,Black & Tan,5 - 6 lbs,I'm ready today!,"November 23, 2016",Male,7 - 8 lbs,"$1,595",490793,AKC,"Jake is a very playful puppy. He is the perfect romp-around friend. Jake will surely keep you on your toes with him playful nature. This perfect baby guy will come to his new loving home with a complete nose to tail vet check and arrive up to date on his vaccinations. Jake is just waiting for you to make him yours. This amazing boy will be sure to come home full of loving, puppy kisses just for you."
Tanner,20 weeks old,Maltese,White,4 - 4 1/2 lbs,I'm ready today!,"November 15, 2016",Male,5 - 6 lbs,"$3,450",490884,AKC,"Sometimes the antics of a young puppy are a bit much for certain families; some people want or need an older puppy. Tanner is an older puppy. He is learning well which things are okay to chew on, and which are not. He is learning to be house trained; and when we are paying attention, there are very few accidents now (Hallelujah!). Tanner has had experience with small children, larger dogs, cats, and on our farm, ducks and chickens. He is well socialized and smart; he's learned which ducks to leave alone. Tanner is now used to vacuum noises, the sounds of the dishwasher and clothes washer. He has become a good car passenger when out on the town. Tanner is turning out to be a well adjusted, smart, curious, and brave dog. Tanner is a great companion looking for a good home."
Emerald,17 weeks old,Poodle,Black,65 - 70 lbs,I'm ready today!,"December 5, 2016",Female,55 - 60 lbs,"$1,425",490909,"“Are you looking for the best puppy ever? Well, you found me! My name is Emerald and I am the best! How do I know? Well, just look at me. Aren’t I adorable? Also, I come up to date on my vaccinations and fully vet checked from head to tail, so not only am I cute, but healthy too! I promise to be on my best behavior when I’m with my new family. I listen carefully and I’m well socialized. I’m just a bundle of joy to have around. So hurry and pick me to show off what an excellent puppy you have!”"
Opal,17 weeks old,Poodle,Black,65 - 70 lbs,I'm ready today!,"December 5, 2016",Female,55 - 60 lbs,"$1,425",490911,"“Bonjour, my name is Opal. I am ready to go on my adventures with you! I love to play with everyone and adore snuggling with you. I come up to date on my vaccinations and fully vet checked from head to tail. I will be ready to go to the park and play catch, swimming, or for anything that we will do! Don’t leave me behind. I just know that we will be the best of friends!”"
Regal,21 weeks old,Australian Shepherd,Blue Merle,50 - 55 lbs,I'm ready today!,"November 3, 2016",Female,35 - 40 lbs,"$2,250",491014,AKC,"""Hello! I'm named Regal because that is how I look. I am an active and saucy little gal. You will be so happy to have me in your family because I am so much fun. I promise to be your best friend, to snuggle with you as long as you want, and to give you tons of sweet puppy kisses. I will come to you with my vaccinations up to date, so I will be healthy and happy. Pick me! I'm super excited to meet you!"""
Cabo,18 weeks old,German Shepherd,Black & Red,80 - 85 lbs,I'm ready today!,"November 29, 2016",Male,80 - 85 lbs,"$2,495",491174,AKC,"Introducing Cabo! Cabo will be great with kids! He has been socialized with small children a few hours a day from the beginning, and with much larger dogs as well. He has a large head, and substantial bone structure. His personality is that of a true pure bred German Shepherd. He is extremely loyal, intelligent with a no nonsense attitude even for such a young dog which is a great sign of confidence. This cute boy promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Cabo yours today? Don't miss out!"
Cadet,18 weeks old,German Shepherd,Sable,80 - 85 lbs,I'm ready today!,"November 29, 2016",Male,80 - 85 lbs,"$2,495",491177,AKC,"Meet Cadet! This puppy will be great with kids. He has been socialized with small children a few hours a day from the beginning, and with much larger dogs as well. Cadet has a large head, and substantial bone structure. His personality is that of a true pure bred German Shepherd. He is extremely loyal, intelligent with a no nonsense attitude even for such a young dog which is a great sign of confidence. This cutie has so much love to give and he wants to share it with you. Don't miss out!"
Cezar,18 weeks old,German Shepherd,Sable,80 - 85 lbs,I'm ready today!,"November 29, 2016",Male,80 - 85 lbs,"$2,495",491178,AKC,"Meet Cezar! This puppy will be great with kids! Cezar has been socialized with small children a few hours a day from the beginning, and with much larger dogs as well. He has a large head, and substantial bone structure. His personality is that of a true pure bred German Shepherd. He is extremely loyal, intelligent with a no nonsense attitude even for such a young dog which is a great sign of confidence. When he arrives to your home, Cezar will have been vet checked and be up to date on his vaccinations. Don't miss out on adding this loving cuddle bug to your family! You won't regret it!"
Chosen,18 weeks old,German Shepherd,Black & Red,80 - 85 lbs,I'm ready today!,"November 29, 2016",Male,80 - 85 lbs,"$2,495",491207,AKC,"Say hello to Chosen. This puppy will be great with kids, he has been socialized with small children a few hours a day from the beginning and much larger dogs as well. He has a large head and substantial bone structure. His personality is that of a true purebred German Shepherd. He is extremely loyal, intelligent with a no-nonsense attitude even for such a young dog which is a great sign of confidence. Chosen is vet checked and up to date on his vaccinations so this healthy boy should be around for a long time to go on as many adventures as possible."
Cavalier,18 weeks old,German Shepherd,Black & Red,80 - 85 lbs,I'm ready today!,"November 29, 2016",Male,80 - 85 lbs,"$2,495",491209,AKC,"Meet Cavalier! This puppy will be great with kids, he has been socialized with small children a few hours a day from the beginning and much larger dogs as well. He has a large head, and substantial bone structure. His personality is that of a true pure bred German Shepherd. He is extremely loyal, intelligent with a no nonsense attitude even for such a young dog which is a great sign of confidence. He will bring your family closer together with his infectious energy and warm heart. Make Cavalier and your family happier than ever."
Chyna,18 weeks old,German Shepherd,Sable,80 - 85 lbs,I'm ready today!,"November 29, 2016",Female,80 - 85 lbs,"$2,495",491210,AKC,"This puppy will be great with kids, she has been socialized with small children a few hours a day from the beginning and much larger dogs as well. Chyna has substantial bone structure. Her personality is that of a true pure bred German Shepherd. She is extremely loyal, intelligent with a no nonsense attitude even for such a young dog which is a great sign of confidence. She will be happy, healthy, and ready for all that you have planned for her. She can't wait to meet you, so call about Chyna today!"
Cicely,18 weeks old,German Shepherd,Sable,80 - 85 lbs,I'm ready today!,"November 29, 2016",Female,80 - 85 lbs,"$2,495",491211,AKC,"This puppy will be great with kids. Cicely has been socialized with small children a few hours a day from the beginning and much larger dogs as well. She has a large head, and substantial bone structure. Her personality is that of a true pure bred German Shepherd. She is extremely loyal, intelligent, with a no-nonsense attitude even for such a young dog, which is a great sign of confidence. Cicely will be coming home to you up to date on her vaccinations and will have a full head to tail checkup. Don’t miss out on this lovable girl. She will be the perfect puppy addition to your family!"
Rusty,19 weeks old,Goldendoodle,Chocolate Sable,7 - 8 lbs,I'm ready today!,"November 18, 2016",Male,18 - 20 lbs,"$2,495",491248,"Rusty has a very unique color. He is very loving wants to be a part of whatever you are doing. We don't have small children but we let them listen to children playing. We are also trying to teach them the stairs. Rusty is a playful boy, he loves to greet you at the door. He's outgoing and loves people. He is a true cutie. Rusty is a very smart boy and would do very well given a job to feel important. This handsome baby boy will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his vaccinations and vet checks. He has started puppy pad training and going outside. Don’t let this little boy get away. He will be sure to make that perfect addition that you and your loving family have been looking for."
Dusty,19 weeks old,Goldendoodle,Cream,7 - 8 lbs,I'm ready today!,"November 18, 2016",Male,18 - 20 lbs,"$2,495",491250,CKC,"Dusty's beautiful blue eyes will surely win your heart over. We don't have small children but we let them listen to children playing. We are also trying to teach them the stairs. Dusty's is a very loving and social puppy. He's such a sweet and gentle guy, he will give puppy kisses all day. He will be that perfect cuddle buddy that you have been looking for. He is always the first to want to lay right up with you when it’s movie and popcorn time. He will be sure to come home to you up to date on his puppy vaccinations and vet checks. He has started puppy pad training and going outdoors. Don’t let this little cuddle bug pass you by. He is just waiting for you to make him your forever baby boy."
Princess,17 weeks old,Schnauzer,Blue Merle,7 - 8 lbs,I'm ready today!,"December 2, 2016",Female,10 - 12 lbs,"$2,725",491298,"""Pleased to meet you, I am Princess. I am a super mega, cotton soft coated, Blue Merle baby. I enjoy children, running and playing are just a few of my favorite things. Who could beat sitting in a child's lap and giving some puppy kisses? I will watch over my new family and let them know when someone is at the door. I will come to fully vet checked and up to date on my age appropriate vaccinations. I am doing very well at using the dog door and at potty training. Wouldn't you just love to have puppy kisses given to all? Don't miss out on me, call now!"""
Sulley,23 weeks old,Bullmastiff,Fawn,140 - 150 lbs,I'm ready today!,"October 21, 2016",Female,95 - 100 lbs,"$2,050",491351,AKC,"Sulley was the smallest puppy in the litter. She is a unique color, a grayish, reddish, dark fawn, with markings in her coat. She is a one of a kind. She is super sweet and has been checked out by the vet. They said she was in great shape. She is up to date on her puppy vaccinations and ready for her new home. Call now and get this sweet girl coming your way!"
Sky,26 weeks old,Bullmastiff,Red,140 - 150 lbs,I'm ready today!,"October 1, 2016",Female,95 - 100 lbs,"$2,250",491367,AKC,"The color of this sweet little thing is fantastic. She is a rich red that really stands out. It's such a pure color. You will be in love from the moment you set eyes on her. She loves to play and loves her snuggles, but don't forget that she is a kisser! Sky will have a complete nose to tail vet check and arrive up to date on her puppy vaccinations. She’s ready to meet her new family! Hurry! Don’t let her pass you by!"
Diamond,17 weeks old,Rottweiler,Black & Tan,100 - 110 lbs,I'm ready today!,"November 30, 2016",Female,80 - 85 lbs,"$2,350",491371,AKC,"""Hello my name is Diamond. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all ages and other animals as well! I love to play, but I can also take a nap with you whenever you want me to. I will come up to date on my vaccinations and fully vet checked from head to tail. You’ll just want to have me in your arms all day. Oh! I just can’t wait. Make me yours today! My bags are packed and ready to go!”"
Rose Marie,17 weeks old,Rottweiler,Black & Tan,100 - 110 lbs,I'm ready today!,"November 30, 2016",Female,80 - 85 lbs,"$2,350",491373,AKC,"""Hello, my name is Rose Marie. I am pretty spunky and full of energy. I'm an original ball of fire. I like it when toys get tossed around and I can play fetch. I like playing with kids of all ages and other animals as well! I promise to come home up to date on my puppy vaccinations and pre-spoiled. I am a very happy, healthy puppy and I am sure I will make that perfect addition to your loving family. Make me the newest member and I will be sure to have puppy kisses waiting just for you.”"
Markley,17 weeks old,Rottweiler,Black & Tan,100 - 110 lbs,I'm ready today!,"November 30, 2016",Male,80 - 85 lbs,"$2,350",491374,AKC,"""Hello my name is Markley. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all ages and other animals as well! My current family tells me I will soon be ready to meet my new family. I can't wait! I've been to the vet and he said I checked out great! I also love playing with my favorite toy. Hurry! What are you waiting for? I have my bags packed and can't wait to meet my family!”"
BentBent,17 weeks old,Rottweiler,Black & Tan,100 - 110 lbs,I'm ready today!,"November 30, 2016",Male,80 - 85 lbs,"$2,350",491376,AKC,"""Hello, my name is BentBent. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all ages and other animals as well! Don't you want me to be the newest addition to your family? I will have a complete nose to tail vet check and my vaccinations will also be up to date. Choose me and I promise to make a lifetime of memories with you. I can't wait to leap in your arms and be yours forever!”"
Coco,16 weeks old,Dachshund,Chocolate & Tan,7 - 8 lbs,I'm ready today!,"December 13, 2016",Male,10 - 12 lbs,"$2,450",491396,"Meet Coco! This cutie is ready to wiggle his way into you home and heart. He is a sweet and handsome little guy that is sure to draw a crowd when you are out and about. Coco has been raised in a loving home environment, and is beginning to play with his siblings. He will arrive up to date on his vaccinations, vet checked and completely spoiled. Don't miss out on bringing this cutie home to your family. Once he is with you, you will wonder what you ever did without him!"
Smoochies,17 weeks old,Rottweiler,Black & Tan,130 - 140 lbs,I'm ready today!,"December 6, 2016",Male,80 - 85 lbs,"$2,350",491415,AKC,"Meet Smoochies! He is pretty spunky and full of energy. He loves it when toys get tossed around and he can play fetch. He likes playing with kids of all ages, and other animals as well! Smoochies is quite the loving companion. He will make you wonder how you ever got along without him. He will surely make you smile with all his adorable antics. This handsome boy promises to always be by your side as your most faithful, four-legged companion. Don't miss out!"
Doedoe,17 weeks old,Rottweiler,Black & Tan,130 - 140 lbs,I'm ready today!,"December 6, 2016",Male,80 - 85 lbs,"$2,350",491418,AKC,"""Hello, my name is Doedoe. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all ages and other animals as well! I will be coming home with my vaccinations up to date and vet checked. I promise to be a wonderful little fur-ball. I can’t wait to go to my forever home! Well, what are you waiting for? No one can resist me!”"
Hoss,17 weeks old,Rottweiler,Black & Tan,130 - 140 lbs,I'm ready today!,"December 6, 2016",Male,80 - 85 lbs,"$2,350",491419,AKC,"""Hello, my name is Hoss. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all sizes and other animals as well! I love to play and I can even take a nap with you when you want. Pick me! I’m ready to share my love. I am current on my vaccinations and vet checked from head to tail, so when I see you I will be as healthy as can be.”"
Cisely,17 weeks old,Rottweiler,Black & Tan,130 - 140 lbs,I'm ready today!,"December 6, 2016",Male,80 - 85 lbs,"$2,350",491422,AKC,"""Hello my name is Cisely. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all sizes, and other animals as well! I am also up to date on my vaccinations and vet checked from head to tail, so when you see me I will be as healthy as can be. I will be the best friend you’ve dreamed of. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to choose me today!”"
Wally,16 weeks old,Dachshund,Black & Tan,10 - 12 lbs,I'm ready today!,"December 8, 2016",Male,9 - 10 lbs,"$2,050",491431,UKC,"""Hello, my name is Wally. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all sizes and other animals as well! I just know that with me by your side you will never be bored. I will be your best friend for life. We will play, cuddle, and kiss as often as possible and I promise to always keep you entertained and happy. We are a match made in heaven, so make the call that brings me home!”"
Molly,17 weeks old,Pomsky,Black & White,10 - 12 lbs,I'm ready today!,"December 2, 2016",Female,30 - 35 lbs,"$1,475",491488,Not registered,"Molly's mother is a black and white Siberian Husky and her father is a black and tan Pomeranian. She is quite the playmate to her brothers and sisters! Once she becomes accustomed to her surroundings, she is very playful and welcomes new experiences. When she is finished playing, she loves to cuddle up on your neck and take a nap. It is hard to say no to her sweet face! She will be up to date on all necessary vaccinations and will be well-loved in preparation for her new home! Don't miss out on this pretty girl."
Bailey,18 weeks old,Havanese,Black & White,7 - 8 lbs,I'm ready today!,"November 23, 2016",Female,10 - 12 lbs,"$2,395",491520,APRI,"“Hi! I’m Bailey! I’m currently searching for a good, loving home. I hope to find a family that loves to play and loves to receive puppy kisses! I’m good at giving out plenty. Whether we're playing or cuddling together, I promise to be your most loving companion. I will arrive to my new home up to date on vaccinations and pre-spoiled. I can’t wait to meet you. I have so much fun planned for us! See you soon!”"
Candy,18 weeks old,Labrador Retriever,Yellow,50 - 55 lbs,I'm ready today!,"November 26, 2016",Female,55 - 60 lbs,"$2,350",491523,AKC,"Candy is a very beautiful energetic puppy waiting for a good home. Imagine all the fun you'll have with this cutie. You can take her for nice walks in the park or just cuddle with her on those lazy, rainy afternoons. Candy will have a complete nose to tail vet check and arrive with a current health certificate. This cutie has so much love to give and she wants to share it with you. Don't miss out!"
Cloe,18 weeks old,Labrador Retriever,Yellow,50 - 55 lbs,I'm ready today!,"November 26, 2016",Female,55 - 60 lbs,"$1,950",491524,AKC,"Cloe is a very nice female just waiting to bring happiness to your family. She will make you wonder how you ever got along without her. Cloe will surely make you smile with all her adorable antics. This cutie hopes she can go home to you, so she can bring you all her love and puppy kisses. Cloe promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Cloe yours today? Don't miss out!"
Phoebe,17 weeks old,Coton de Tulear,Gray & White,8 - 9 lbs,I'm ready today!,"December 6, 2016",Female,9 - 10 lbs,"$3,025",491619,AKC,"Phoebe is a sweet girl, who is excited to be your best friend! She loves to be with people, no matter what you may be doing. From cuddling close for a late night movie, to bouncing down the street on a trip to the park, she will surely love every minute of your company! She gets along with everyone she meets and has been socialized with people of all ages! She is up to date on vaccinations, vet exams, and is even microchipped! To make sure she has the best possible start, we will send her home with a potty training schedule, feeding chart, personalized guidebook, and many resources to help you along! Give us a call now to ensure this baby girl is yours!"
Truman,17 weeks old,Coton de Tulear,Gray & White,8 - 9 lbs,I'm ready today!,"December 6, 2016",Male,9 - 10 lbs,"$2,875",491626,AKC,"Truman is a gorgeous boy! He loves people and is always eager to be your best bud, from a car ride to the bank to a walk to the park! He enjoys his down time as much as his play time, and toys tend to be some of his most beloved items! He is up to date on vaccinations, vet exams, and is even microchipped! To make sure he has the best possible start, we will send him home with a potty training schedule, feeding chart, personalized guidebook, and many resources to help you along! Give us a call to make sure this cutie is yours! You won't want to miss out on Truman's sweet kisses!"
Manny,19 weeks old,Shichon,Brown & White,9 - 10 lbs,I'm ready today!,"November 20, 2016",Male,9 - 10 lbs,"$2,050",491680,Not registered,"Meet our darling little boy, Manny! He has a wonderful personality, is great with children, and loves to play. This little boy gives the best kisses, and loves to snuggle. He will be up to date on all vaccinations, plus will be vet checked from head to toe. This darling boy is packing his bags and he can't wait to meet you. Make Manny yours fur-ever!"
Belle,17 weeks old,Yorkshire Terrier,Black & Tan,5 - 6 lbs,I'm ready today!,"December 6, 2016",Female,9 - 10 lbs,"$1,775",491698,CKC,"Belle is sweet and adorable. Belle will surely make you smile with all her adorable antics. This cutie hopes she can go home to you, so she can bring you all her love and puppy kisses. Belle promises to always be by your side as your most faithful, four-legged companion. Wouldn't you love to make Belle yours today? Don't miss out! You will wonder how you ever got along without her."
Danica,17 weeks old,Havanese,Cream & White,9 - 10 lbs,I'm ready today!,"November 30, 2016",Female,9 - 10 lbs,"$2,095",491847,APRI,"She is a precious, perfect puppy! Meet Danica. She is the lifelong companion you’ve been looking for. She loves to be held and spoiled. When arriving to her new home, Danica will be up to date on vaccinations, vet checked, and pre-spoiled. Danica loves to cuddle and just relax while getting her belly rubbed. Hurry! She can’t wait to start sharing her love with her new family!"
Dixie,21 weeks old,German Shepherd,Black,110 - 120 lbs,I'm ready today!,"November 8, 2016",Female,75 - 80 lbs,"$3,075",491883,AKC,"Dixie is very playful and loves when people pet her. She can't wait to meet you. She just knows you'll love her as much as she'll love you! Dixie will arrive healthy, happy and current on vaccinations and vet checks. She is half Czech, half DDR East German and comes from some impressive champion European bloodlines. This cutie promises to bring much joy to your home. Don't miss out on making this special girl your very own. Puppy kisses are waiting!"
Charlie Brown,18 weeks old,French Bulldog,Chocolate Brindle,18 - 20 lbs,I'm ready today!,"November 28, 2016",Male,12 - 14 lbs,"$3,195",491959,AKC,"Come one, come all! Meet our little prince, Charlie Brown! He is definitely the puppy of your dreams. A handsome boy like this is a rare find, so don’t miss out on making him part of your family. Once he gives you the first puppy kiss, you’ll never want to let go. Wouldn’t you love to have him cuddled up with you? Charlie Brown is full of puppy love that he wants to share with you! “Let’s make some great memories together!”"
Bo,16 weeks old,Rottweiler,Black & Tan,130 - 140 lbs,I'm ready today!,"December 10, 2016",Male,90 - 95 lbs,"$2,350",492032,AKC,"""Hello my name is Bo. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all sizes and other animals as well! I love to be around people and you will definitely enjoy being with me! I will be up to date on my vaccinations before coming home to you, so we can play as soon as I get there. I'm very excited about meeting my new family, so please don't make me wait too long!"""
Alice,16 weeks old,Rottweiler,Black & Tan,130 - 140 lbs,I'm ready today!,"December 10, 2016",Female,90 - 95 lbs,"$2,350",492036,AKC,"""Hello my name is Alice. I am pretty spunky and full of energy. I like it when toys get tossed around and I can play fetch. I like playing with kids of all sizes and other animals as well! I love to be around people and you will definitely enjoy being with me! I will be checked by my vet and up to date on my puppy vaccinations, so when you bring me home, all you have to do is love me! I want to be the one for you. Will you let me shine bright for you?"""
